FBX Name,User Name,Email,命名检查,分类检查,分类,Hierarchy Check,Hierarchy Root Name Check,根节点名,冻结变换检查,LOD 数量,贴花数量,碰撞数量,LOD 材质球数量,贴花材质球数量,是否有无效的UV集,UV1 范围,Vertex Color,各级 LOD 的三角形数量,贴花的三角形数量,碰撞的三角形数量,旋转包围盒大小 (居中),包围盒大小 (未居中),绝对路径
SM_Tree_BanyanTree_S_001,,,Passed,Passed,Tree,Passed,Passed,[SM_Tree_BanyanTree_S_001],Passed,4,0,1,[2][2][2][2],N/A,Passed,[1.282162-8.020625],[0.000000][0.000000][1.000000],[1568][940][626][364],N/A,1256,[17.307392][10.985378][6.959127],[5.499346][17.756170][6.720098],C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Common/Vegetation/Tree/Model/SM_Tree_BanyanTree_S_001.FBX
SM_Tree_Birch_001_A,,,Passed,Passed,Tree,Failed,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Common/Vegetation/Tree/Model/SM_Tree_Birch_001_A.fbx
SM_Tree_Birch_001_B,,,Passed,Passed,Tree,Failed,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Common/Vegetation/Tree/Model/SM_Tree_Birch_001_B.fbx
SM_Tree_Birch_001_C,,,Passed,Passed,Tree,Failed,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Common/Vegetation/Tree/Model/SM_Tree_Birch_001_C.fbx
SM_Tree_Birch_001_D,,,Passed,Passed,Tree,Failed,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Common/Vegetation/Tree/Model/SM_Tree_Birch_001_D.fbx
SM_Tree_Birch_001_E,,,Passed,Passed,Tree,Failed,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Common/Vegetation/Tree/Model/SM_Tree_Birch_001_E.FBX
SM_Tree_Birch_001_F,,,Passed,Passed,Tree,Failed,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Common/Vegetation/Tree/Model/SM_Tree_Birch_001_F.fbx
SM_Tree_Branches_001,,,Passed,Passed,Tree,Passed,Passed,[SM_Tree_Branches_001],Passed,4,0,1,[4][4][4][4],N/A,Passed,[4.414062-14.359375],[1.000000][0.917647][1.000000],[18215][9108][4553][2277],N/A,434,[3.528437][6.245109][8.630676],[1.678649][8.118299][3.365569],C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Common/Vegetation/Tree/Model/SM_Tree_Branches_001.FBX
SM_Tree_Branches_002,,,Passed,Passed,Tree,Passed,Passed,[SM_Tree_Branches_002],Passed,4,0,1,[4][3][3][3],N/A,Passed,[3.017578-5.050781],[0.000000][0.000000][0.000000],[7550][3774][1887][944],N/A,264,[1.615903][1.883310][4.075780],[0.917467][3.982785][0.936882],C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Common/Vegetation/Tree/Model/SM_Tree_Branches_002.FBX
SM_Tree_Branches_003,,,Passed,Passed,Tree,Passed,Passed,[SM_Tree_Branches_003],Passed,4,0,1,[3][3][3][3],N/A,Passed,[2.197266-4.861328],[0.000000][0.000000][0.000000],[8356][4177][2089][1044],N/A,289,[2.006509][4.654538][1.661088],[1.201926][4.515196][1.534168],C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Common/Vegetation/Tree/Model/SM_Tree_Branches_003.FBX
SM_Tree_Branches_004,,,Passed,Passed,Tree,Passed,Passed,[SM_Tree_Branches_004],Passed,4,0,1,[4][4][4][4],N/A,Passed,[3.564453-12.328125],[0.643137][0.811765][1.000000],[14218][11419][9171][7365],N/A,342,[2.436242][4.238094][8.793643],[2.151048][8.553496][1.546104],C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Common/Vegetation/Tree/Model/SM_Tree_Branches_004.FBX
SM_Tree_Branches_005,,,Passed,Passed,Tree,Passed,Passed,[SM_Tree_Branches_005],Passed,4,0,1,[1][1][1][1],N/A,Passed,[4.414062-13.078125],[0.000000][0.000000][0.000000],[12832][6415][3207][1596],N/A,934,[8.020027][5.827252][3.177757],[1.285399][7.873644][2.476569],C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Common/Vegetation/Tree/Model/SM_Tree_Branches_005.FBX
SM_Tree_BranchFlower_001_A,,,Passed,Passed,Tree,Passed,Passed,[SM_Tree_BranchFlower_001_A],Passed,4,0,6,[2][2][2][2],N/A,Passed,[0.997513-0.995788],[0.000000][0.000000][0.000000],[7162][3580][1790][894],N/A,1746,[4.638497][5.389381][13.391514],[4.062774][7.804263][1.229341],C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Common/Vegetation/Tree/Model/SM_Tree_BranchFlower_001_A.fbx
SM_Tree_BranchFlower_001_B,,,Passed,Passed,Tree,Passed,Passed,[SM_Tree_BranchFlower_001_B],Passed,4,0,5,[2][2][2][2],N/A,Passed,[0.996351-0.997124],[0.000000][0.000000][0.000000],[5484][2742][1370][684],N/A,1601,[8.879392][3.701043][14.245945],[9.021870][8.508579][1.688987],C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Common/Vegetation/Tree/Model/SM_Tree_BranchFlower_001_B.fbx
SM_Tree_BranchFlower_001_C,,,Passed,Passed,Tree,Passed,Passed,[SM_Tree_BranchFlower_001_C],Passed,4,0,1,[3][3][3][3],N/A,Passed,[0.683569-0.997625],[0.000000][0.000000][0.000000],[1381][689][344][172],N/A,322,[1.467096][1.620259][5.853173],[0.836893][5.837857][1.324371],C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Common/Vegetation/Tree/Model/SM_Tree_BranchFlower_001_C.fbx
SM_Tree_BranchFlower_001_D,,,Passed,Passed,Tree,Passed,Passed,[SM_Tree_BranchFlower_001_D],Passed,4,0,1,[2][2][2][2],N/A,Passed,[0.996351-0.997124],[0.000000][0.000000][0.000000],[3860][1930][964][482],N/A,482,[7.906801][1.878428][3.791118],[4.033428][4.304998][1.291527],C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Common/Vegetation/Tree/Model/SM_Tree_BranchFlower_001_D.fbx
SM_Tree_CanyonTree_002,,,Passed,Passed,Tree,Passed,Passed,[SM_Tree_CanyonTree_002],Passed,4,0,1,[1][1][1][1],N/A,Passed,[0.995637-0.921273],[0.000000][0.000000][0.000000],[3022][1510][754][376],N/A,400,[2.837927][3.512939][1.647193],[0.895193][2.727045][1.404158],C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Common/Vegetation/Tree/Model/SM_Tree_CanyonTree_002.FBX
SM_Tree_CanyonTree_003,,,Passed,Passed,Tree,Passed,Passed,[SM_Tree_CanyonTree_003],Passed,4,0,1,[1][1][1][1],N/A,Passed,[0.960315-0.765765],[0.000000][0.000000][0.000000],[3128][1564][782][390],N/A,368,[2.804174][1.279649][2.363656],[1.713234][1.247974][1.331485],C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Common/Vegetation/Tree/Model/SM_Tree_CanyonTree_003.FBX
SM_Tree_CanyonTree_004,,,Passed,Passed,Tree,Passed,Passed,[SM_Tree_CanyonTree_004],Passed,4,0,1,[1][1][1][1],N/A,Passed,[0.996704-0.996730],[0.000000][0.000000][0.000000],[2428][1214][606][302],N/A,248,[1.423579][2.542995][1.196994],[1.174790][1.268448][0.828777],C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Common/Vegetation/Tree/Model/SM_Tree_CanyonTree_004.FBX
SM_Tree_Crab_002A,,,Passed,Passed,Tree,Passed,Passed,[SM_Tree_Crab_002A],Failed,4,0,1,[3][3][3][2],N/A,Passed,[3.937806-193.261551],[1.000000][1.000000][1.000000],[4986][3362][2662][1218],N/A,12,[11.411914][11.607814][10.477312],[5.991697][10.723751][6.343035],C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Common/Vegetation/Tree/Model/SM_Tree_Crab_002A.fbx
SM_Tree_Cypress_001_A,,,Passed,Passed,Tree,Failed,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Common/Vegetation/Tree/Model/SM_Tree_Cypress_001_A.fbx
SM_Tree_Cypress_001_B,,,Passed,Passed,Tree,Failed,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Common/Vegetation/Tree/Model/SM_Tree_Cypress_001_B.fbx
SM_Tree_Cypress_001_C,,,Passed,Passed,Tree,Failed,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Common/Vegetation/Tree/Model/SM_Tree_Cypress_001_C.fbx
SM_Tree_EbonyTree_001,,,Passed,Passed,Tree,Passed,Passed,[SM_Tree_EbonyTree_001],Passed,4,0,1,[2][2][2][2],N/A,Passed,[2.940194-105.017105],[0.000000][0.921569][1.000000],[6790][4046][2256][1124],N/A,198,[18.442421][18.386873][19.668184],[10.568320][20.416346][9.594559],C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Common/Vegetation/Tree/Model/SM_Tree_EbonyTree_001.fbx
SM_Tree_EbonyTree_001_Leaf,,,Passed,Passed,Tree,Passed,Passed,[SM_Tree_EbonyTree_001_Leaf],Passed,4,0,0,[1][1][1][1],N/A,Passed,[0.990845-0.976767],[1.000000][0.980392][1.000000],[2348][1826][1148][568],N/A,N/A,[19.599829][16.867744][18.947933],[10.568320][20.416346][9.594559],C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Common/Vegetation/Tree/Model/SM_Tree_EbonyTree_001_Leaf.fbx
SM_Tree_EbonyTree_001_Trunk,,,Passed,Passed,Tree,Passed,Passed,[SM_Tree_EbonyTree_001_Trunk],Passed,4,0,1,[1][1][1][1],N/A,Passed,[2.940194-105.017105],[0.000000][0.921569][1.000000],[4442][2220][1108][556],N/A,198,[11.457102][12.187102][13.233765],[6.758077][16.458607][6.065500],C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Common/Vegetation/Tree/Model/SM_Tree_EbonyTree_001_Trunk.fbx
SM_Tree_EbonyTree_002,,,Passed,Passed,Tree,Passed,Passed,[SM_Tree_EbonyTree_002],Failed,4,0,1,[2][2][2][2],N/A,Passed,[3.962750-37.587643],[0.000000][0.945098][1.000000],[7546][6337][2744][1687],N/A,394,[20.402208][22.186628][23.026016],[10.634331][22.549301][11.606399],C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Common/Vegetation/Tree/Model/SM_Tree_EbonyTree_002.fbx
SM_Tree_EbonyTree_003,,,Passed,Passed,Tree,Passed,Passed,[SM_Tree_EbonyTree_003],Passed,4,0,1,[2][2][2][2],N/A,Passed,[3.491066-21.606207],[0.000000][0.945098][1.000000],[7341][4982][2355][1289],N/A,225,[17.287987][18.450384][18.200314],[7.533385][17.217827][10.137586],C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Common/Vegetation/Tree/Model/SM_Tree_EbonyTree_003.fbx
SM_Tree_EbonyTree_004,,,Passed,Passed,Tree,Passed,Passed,[SM_Tree_EbonyTree_004],Passed,4,0,1,[2][2][2][2],N/A,Passed,[2.008242-40.171268],[0.000000][0.921569][1.000000],[8129][5631][3564][1441],N/A,252,[25.776051][18.983625][21.275732],[11.142277][27.490046][9.505094],C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Common/Vegetation/Tree/Model/SM_Tree_EbonyTree_004.fbx
SM_Tree_EbonyTree_005,,,Passed,Passed,Tree,Failed,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Common/Vegetation/Tree/Model/SM_Tree_EbonyTree_005.fbx
SM_Tree_GoldenRain_001_A_Leaf,,,Passed,Passed,Tree,Failed,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Common/Vegetation/Tree/Model/SM_Tree_GoldenRain_001_A_Leaf.fbx
SM_Tree_GoldenRain_001_A_Trunk,,,Passed,Passed,Tree,Failed,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Common/Vegetation/Tree/Model/SM_Tree_GoldenRain_001_A_Trunk.fbx
SM_Tree_GoldenRain_001_B_Leaf,,,Passed,Passed,Tree,Failed,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Common/Vegetation/Tree/Model/SM_Tree_GoldenRain_001_B_Leaf.fbx
SM_Tree_GoldenRain_001_B_Trunk,,,Passed,Passed,Tree,Failed,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Common/Vegetation/Tree/Model/SM_Tree_GoldenRain_001_B_Trunk.FBX
SM_Tree_GoldenRain_001_C_Leaf,,,Passed,Passed,Tree,Failed,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Common/Vegetation/Tree/Model/SM_Tree_GoldenRain_001_C_Leaf.fbx
SM_Tree_GoldenRain_001_D_Leaf,,,Passed,Passed,Tree,Failed,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Common/Vegetation/Tree/Model/SM_Tree_GoldenRain_001_D_Leaf.fbx
SM_Tree_GoldenRain_001_E_Leaf,,,Passed,Passed,Tree,Failed,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Common/Vegetation/Tree/Model/SM_Tree_GoldenRain_001_E_Leaf.fbx
SM_Tree_LightningCleaved_001,,,Passed,Passed,Tree,Failed,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Common/Vegetation/Tree/Model/SM_Tree_LightningCleaved_001.fbx
SM_Tree_Novice_Leaf_001A,,,Passed,Passed,Tree,Failed,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Common/Vegetation/Tree/Model/SM_Tree_Novice_Leaf_001A.fbx
SM_Tree_Novice_Leaf_001B,,,Passed,Passed,Tree,Failed,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Common/Vegetation/Tree/Model/SM_Tree_Novice_Leaf_001B.fbx
SM_Tree_Novice_Leaf_001C,,,Passed,Passed,Tree,Failed,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Common/Vegetation/Tree/Model/SM_Tree_Novice_Leaf_001C.fbx
SM_Tree_Novice_Leaf_001D,,,Passed,Passed,Tree,Failed,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Common/Vegetation/Tree/Model/SM_Tree_Novice_Leaf_001D.fbx
SM_Tree_Novice_Village_001,,,Passed,Passed,Tree,Passed,Passed,[SM_Tree_Novice_Village_001],Passed,4,0,6,[8][8][8][8],N/A,Passed,[0.998574-0.999708],[1.000000][1.000000][1.000000],[41472][20738][10368][5184],N/A,5165,[103.499329][92.510994][77.156906],[74.018051][94.824440][83.661697],C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Common/Vegetation/Tree/Model/SM_Tree_Novice_Village_001.fbx
SM_Tree_Novice_Village_Branch_001,,,Passed,Passed,Tree,Passed,Passed,[SM_Tree_Novice_Village_Branch_001],Passed,4,0,1,[1][1][1][1],N/A,Passed,[0.995870-0.995482],[0.733333][1.000000][1.000000],[2594][1296][648][324],N/A,664,[23.084618][50.994118][15.431036],[60.225449][32.576870][39.608147],C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Common/Vegetation/Tree/Model/SM_Tree_Novice_Village_Branch_001.fbx
SM_Tree_Novice_Village_Branch_002,,,Passed,Passed,Tree,Passed,Passed,[SM_Tree_Novice_Village_Branch_002],Passed,4,0,1,[2][2][2][2],N/A,Passed,[0.994355-0.991670],[0.600000][1.000000][1.000000],[2212][1106][552][276],N/A,508,[11.081841][20.492186][53.927013],[65.563454][69.037712][41.198021],C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Common/Vegetation/Tree/Model/SM_Tree_Novice_Village_Branch_002.fbx
SM_Tree_Novice_Village_Branch_004,,,Passed,Passed,Tree,Passed,Passed,[SM_Tree_Novice_Village_Branch_004],Passed,4,0,1,[1][1][1][1],N/A,Passed,[0.996386-0.991508],[0.000000][0.000000][0.000000],[2482][1240][620][310],N/A,694,[18.234224][51.875946][29.183245],[25.640869][60.843418][1.535024],C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Common/Vegetation/Tree/Model/SM_Tree_Novice_Village_Branch_004.fbx
SM_Tree_Novice_Village_Root_003,,,Passed,Passed,Tree,Passed,Passed,[SM_Tree_Novice_Village_Root_003],Passed,4,0,1,[1][1][1][1],N/A,Passed,[0.994119-0.991987],[0.866667][1.000000][1.000000],[1040][520][260][130],N/A,356,[9.158546][32.181385][7.374884],[-5.627881][14.990734][17.422363],C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Common/Vegetation/Tree/Model/SM_Tree_Novice_Village_Root_003.fbx
SM_Tree_Novice_Village_Root_004,,,Passed,Passed,Tree,Passed,Passed,[SM_Tree_Novice_Village_Root_004],Passed,4,0,1,[1][1][1][1],N/A,Passed,[0.587572-0.978619],[1.000000][1.000000][1.000000],[1062][530][264][132],N/A,400,[7.606689][15.018041][48.091320],[29.932663][17.362471][-5.329918],C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Common/Vegetation/Tree/Model/SM_Tree_Novice_Village_Root_004.fbx
SM_Tree_Novice_Village_Root_005,,,Passed,Passed,Tree,Passed,Passed,[SM_Tree_Novice_Village_Root_005],Passed,4,0,1,[1][1][1][1],N/A,Passed,[0.593679-0.993533],[0.000000][0.000000][0.000000],[1388][694][346][172],N/A,480,[9.178631][32.888382][13.285892],[-5.275593][19.507208][-1.949846],C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Common/Vegetation/Tree/Model/SM_Tree_Novice_Village_Root_005.fbx
SM_Tree_Oak_001A,,,Passed,Passed,Tree,Failed,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Common/Vegetation/Tree/Model/SM_Tree_Oak_001A.FBX
SM_Tree_Oak_001B,,,Passed,Passed,Tree,Failed,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Common/Vegetation/Tree/Model/SM_Tree_Oak_001B.FBX
SM_Tree_Oak_001C,,,Passed,Passed,Tree,Failed,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Common/Vegetation/Tree/Model/SM_Tree_Oak_001C.FBX
SM_Tree_Oak_001D,,,Passed,Passed,Tree,Failed,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Common/Vegetation/Tree/Model/SM_Tree_Oak_001D.FBX
SM_Tree_Oak_001E,,,Passed,Passed,Tree,Failed,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Common/Vegetation/Tree/Model/SM_Tree_Oak_001E.FBX
SM_Tree_Oak_001F,,,Passed,Passed,Tree,Failed,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Common/Vegetation/Tree/Model/SM_Tree_Oak_001F.FBX
SM_Tree_Oak_001G,,,Passed,Passed,Tree,Failed,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Common/Vegetation/Tree/Model/SM_Tree_Oak_001G.FBX
SM_Tree_Palm_001_A,,,Passed,Passed,Tree,Passed,Passed,[SM_Tree_Palm_001_A],Passed,4,0,1,[2][2][2][2],N/A,Passed,[1.253906-8.148438],[0.000000][0.000000][1.000000],[3815][2349][1214][610],N/A,276,[6.974741][7.880244][15.249490],[4.550028][16.326521][2.895880],C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Common/Vegetation/Tree/Model/SM_Tree_Palm_001_A.FBX
SM_Tree_Palm_001_B,,,Passed,Passed,Tree,Passed,Passed,[SM_Tree_Palm_001_B],Passed,4,0,1,[2][2][2][2],N/A,Passed,[1.253906-8.691406],[0.000000][0.000000][1.000000],[3589][2192][1147][579],N/A,111,[14.160559][6.675431][6.970938],[4.150849][11.738256][10.858960],C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Common/Vegetation/Tree/Model/SM_Tree_Palm_001_B.FBX
SM_Tree_Palm_001_C,,,Passed,Passed,Tree,Passed,Passed,[SM_Tree_Palm_001_C],Passed,4,0,1,[2][2][2][2],N/A,Passed,[1.253906-7.996094],[0.000000][0.000000][1.000000],[4012][2456][1258][633],N/A,261,[9.010462][9.534416][19.627419],[3.724506][20.921471][6.449153],C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Common/Vegetation/Tree/Model/SM_Tree_Palm_001_C.FBX
SM_Tree_Palm_001_D,,,Passed,Passed,Tree,Passed,Passed,[SM_Tree_Palm_001_D],Passed,4,0,1,[2][2][2][2],N/A,Passed,[1.253906-7.882812],[0.000000][0.000000][1.000000],[4187][2559][1318][662],N/A,276,[7.523239][7.750737][16.310123],[3.667933][17.222446][4.233846],C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Common/Vegetation/Tree/Model/SM_Tree_Palm_001_D.FBX
SM_Tree_Palm_001_E,,,Passed,Passed,Tree,Passed,Passed,[SM_Tree_Palm_001_E],Passed,4,0,1,[2][2][2][2],N/A,Passed,[1.253906-7.996094],[0.000000][0.000000][1.000000],[3933][2419][1253][630],N/A,256,[6.491549][6.723840][15.101177],[4.552677][15.231864][0.375740],C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Common/Vegetation/Tree/Model/SM_Tree_Palm_001_E.FBX
SM_Tree_Palm_Fruit_001,,,Passed,Passed,Tree,Failed,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Common/Vegetation/Tree/Model/SM_Tree_Palm_Fruit_001.fbx
SM_Tree_Pine_001a,,,Passed,Passed,Tree,Failed,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Common/Vegetation/Tree/Model/SM_Tree_Pine_001a.FBX
SM_Tree_Pine_001b,,,Passed,Passed,Tree,Failed,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Common/Vegetation/Tree/Model/SM_Tree_Pine_001b.FBX
SM_Tree_Pine_001c,,,Passed,Passed,Tree,Failed,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Common/Vegetation/Tree/Model/SM_Tree_Pine_001c.FBX
SM_Tree_Pine_001d,,,Passed,Passed,Tree,Failed,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Common/Vegetation/Tree/Model/SM_Tree_Pine_001d.FBX
SM_Tree_Pine_001e,,,Passed,Passed,Tree,Failed,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Common/Vegetation/Tree/Model/SM_Tree_Pine_001e.FBX
SM_Tree_Pine_001f,,,Passed,Passed,Tree,Failed,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Common/Vegetation/Tree/Model/SM_Tree_Pine_001f.FBX
